insect_order;insect_family;insect_species;species_authors;species_authors_galls;sampling_year;host_plant_adjusted_scientific_name;host_plant_paper_original_scientific_name;host_plant_family;site_states;site_municipality;study_location;vegetation_type;complete_references;additional_references
Diptera;Cecidomyiidae;Dasineura occulta Pereira-Colavite & Urso-Guimarães, 2013;Pereira-Colavite & Urso-Guimarães, 2013;Pereira-Colavite & Urso-Guimarães;2012;Hypochaeris chillensis (Kunth) Britton;Hypochaeris chillensis (Kunth) Britton;Asteraceae;São Paulo;São Carlos;;Atlantic Forest ;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1138";NE
Diptera;Cecidomyiidae;Bruggmanniella ingae Urso-Guimarães & Amorim, 2004;Urso-Guimarães & Amorim, 2004;Alarcon;1999;Inga edulis Mart. ;Inga edulis Mart. ;Fabaceae;São Paulo;entre São José do Rio Preto e Tapiratiba;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1089";Urso-Guimarães, M. V., and D. S. Amorim. 2004. Two new species of Bruggmanniella Tavares, 1909 (Diptera: Cecidomyiidae) from Brazil. Studia Dipterologica 11(2): 429-436. 
Diptera;Cecidomyiidae;Neolasioptera ingae Möhn, 1964;Möhn, 1964;Maia & Silva;2012;Inga maritima Benth.;Inga maritima Benth.;Fabaceae;Rio de Janeiro;Mangaratiba;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1204";Maia, V.C. and Silva, L.O. 2016. Insect galls of restinga de Marambaia (Barra de Guaratiba, Rio de Janeiro, RJ). Braz. J. Biol. 73(6):787-795.
Diptera;Cecidomyiidae;Schizomyia santosi Maia & Araújo, 2009;Maia & Araújo, 2009;"Maia & Azevedo; Maia & Silva";1998, 1999, 2000, 2011-2012;Jacquemontia holosericea (Weinm.) O' Donell;Jacquemontia holosericea (Weinm.) O' Donell;Convolvulaceae;Rio de Janeiro;Rio de Janeiro, Maricá, Mangaratiba;Restinga da Barra de Maricá;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1235";Maia, V.C. and Silva, L.O. 2016. Insect galls of restinga de Marambaia (Barra de Guaratiba, Rio de Janeiro, RJ). Braz. J. Biol. 73(6):787-795.
Diptera;Cecidomyiidae;Schismatodiplosis lantanae (Rübsaamen, 1908);Rübsaamen, 1908;"Carvalho-Fernandes et al; Maia & Masracrenhas; Luz & Goetz";"2011-2012; 2014-2016";Lantana camara L.;Lantana camara L.;Verbenaceae;"Rio de Janeiro; Minas Gerais; Santa Catarina; Rio Grande do Sul";"Araruama, Arraial do Cabo, Cabo Frio, Casimiro de Abreu, Maricá, Mangaratiba, Rio das Ostras, Saquarema, São João da Barra, Parque Nacional do Itatiaia Valença; Aimorés, Rio Preto, Vale do Rio Doce; Tubarão; Morro Redondo";; Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1233";"Luz, F. A., and Goetz, A. P. M. 2021. Galhas induzidas por artrópodes em Floresta Estacional Semidecidual no Sul do Brasil. Biotemas, 34(2), 5. Maia & Mascarenhas, 2021, Maia, V.C. and Mascarenhas, B. 2017. Insect galls of the Parque Nacional do Itatiaia (Southeast Region, Brazil). An. Acad. Bras. Cienc. 89(1 Suppl.):505-575.; Melo-Júnior, J.C.F., Isaias R.M.S., Boeger, M.R.T., Arriola, I.A. & Matilde-Silva, M. 2015. Diversidade de galhadores nas restingas do ecossistema Babitonga, Santa Catarina, Brasil. Rev. CEPSUL 7:eb2018003. RÜBSAAMEN, E.H. 1908a. Beitrage zur Kenntnis aussereuropäischer Zoocecidien. III. Beitrag: Gallen aus Brasilien und Peru. Marcellia 6:110-173."
Diptera;Cecidomyiidae;Clinodiplosis pulchra (Tavares, 1917);Tavares, 1917;Tavares;1911-1912;Lantana sp.;Lantana sp.;Verbenaceae;Bahia;Salvador, Roça da Madre de Deus, Itaparica;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1116";Tavares, J.S. 1917. Cecídias do brazileiras que se criam em planta das Compositae, Rubiaceae, Tiliaceae, Lythraceae e Artocarpaceae. Brotéria, Ser. Zool. 15:113-181, pls. VI-XI.
Diptera;Cecidomyiidae;Neolasioptera lantanae (Tavares, 1922);Tavares, 1922;Tavares;1911-1912;Lantana sp.;Lantana sp.;Verbenaceae;Bahia;Salvador;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1205"; Tavares, J.S. 1922. Cecidologia brazileira: as restantes famílias. Brotéria, Série Zoológica 19 (1): 5–48, pls. XI–XIX.
Diptera;Cecidomyiidae;Schismatodiplosis lantanae (Rübsaamen, 1908);Rübsaamen, 1908;NA;NA;Lantana urticifolia Mill. ;Lantana urticifolia;Verbenaceae;Rio de Janeiro;Reserva Biológica da União;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1232";Maia, V.C. and Siqueira. E. 2019. Insect galls of the Reserva Biológica União, Rio de Janeiro, Brazil. Biota Neotropica. 20(1): e20190758.
Diptera;Cecidomyiidae;Lopesia leandrae Maia, 2019;Maia, 2019;NA;NA;Leandra ionopogon (Mart.) Cogn.;Leandra ionopogon (Mart.) Cogn.;Melastomataceae;São Paulo;Bertioga;;Atlantic Forest, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1177";NE
Hemiptera;Psyllidae;Euphalerus ostreoides Crawford, 1925;Crawford, 1925;Santos;2008;Lonchocarpus cultratus (Vell.) A.M.G Azevedo & H. C. Lima;Lonchocarpus guilleminianus Tul. Malme;Fabaceae;Pernambuco;Bonito, Brejo da Madre de Deus, Bezerros, Taquaritinga do Norte, Trunfo, Caruaru;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1144";Santos, J.C., Almeida-Cortez, J.C. and Fernandes, G.W. 2012. Gall-inducing insects from Atlantic forest of Pernambuco, Northeastern Brazil. Biota Neotrop. 12(3):197-213. 
Diptera;Cecidomyiidae;Asphondylia braziliensis Maia, 2024;Maia, 2024;Rodrigues ;2020;Struthanthus acuminatus (Ruiz. & Pav.) Kuijt;Loranthaceae;Loranthaceae;Rio de Janeiro;Mangaratiba;;Atlantic Forest;Maia, V.C. 2024. Five new species of Asphondylia(Diptera, Cecidomyiidae, Asphondyliini) from Brazilian restinga (Atlantic Forest). Pap. Avulsos Zool. 64:e202464008.  ;NE
Diptera;Cecidomyiidae;Asphondylia rochae Tavares, 1918;Tavares, 1918;Rocha;1917;Ludwigia sp.;Ludwigia sp.;Onagraceae;Ceará;Fortaleza;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1064";Tavares, J.S. 1918. Cecidomyias novas do Brazil, segunda série. Brotéria, Ser. Zool. 16(2):68-84, pls. III-IV.
Diptera;Cecidomyiidae;Machaeriobia machaerii (Kieffer, 1913);Kieffer, 1913;Urso-Guimarães;2017;Machaerium hirtum (Vell.) Stellfeld ;Machaerium hirtum (Vell.) Stellfeld ;Fabaceae;São Paulo;Ribeirão Preto;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1189";Urso-Guimarães, M.V. 2018. Two new species of the Tribe Alycaulini (Diptera: Cecidomyiidae) from Brazil. Fla. Entomol. 101(4):603-610.
Diptera;Cecidomyiidae;Machaeriobia gemmae Maia, 2016;Maia, 2016;Maia;NA;Machaerium macaense C. V. Mendonça, A. M. G. Azevedo & H. C. Lima ;Machaerium macaense C. V. Mendonça, A. M. G. Azevedo & H. C. Lima ;Fabaceae;Rio de Janeiro;Parque Nacional da Serra de Órgãos;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1187";NE
Diptera;Cecidomyiidae;Machaeriobia machaerii (Kieffer, 1913);Kieffer, 1913;Ule;1910;Machaerium sp.;Machaerium sp.;Fabaceae;Santa Catarina;Tubarão;;Atlantic Forest, Amazon, Caatinga, Cerrado, Pantanal;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1188";Kieffer, J.J. 1913. Diptera. Fam. Cecidomyidae. Fasc. 152. Wytsman, P., ed., Genera Insectorum. Bruxelles.
Diptera;Cecidomyiidae;Anadiplosis pulchra Tavares, 1916;Tavares, 1916;Tavares;1911;Machaerium sp. ;Machaerium sp. ;Fabaceae;Rio de Janeiro;Nova Friburgo;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1044";Tavares, J.S. 1920e. Anadiplosariae, nouvelle tribu de Cecidomyiinae (Dipt.). Marcellia 17: 57–72, pl. I
Diptera;Cecidomyiidae;Anadiplosis venusta Tavares, 1916;Tavares, 1916;Tavares;1911;Machaerium sp. ;Machaerium sp. ;Fabaceae;Rio de Janeiro;Nova Friburgo;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1045";Tavares, J.S. 1920e. Anadiplosariae, nouvelle tribu de Cecidomyiinae (Dipt.). Marcellia 17: 57–72, pl. I
Diptera;Cecidomyiidae;Clinodiplosis chlorophorae Rübsaamen, 1905;Rübsaamen, 1905;NA;NA;Maclura tinctoria (L.) D. Don ex Steud.;Maclura tinctoria (L.) D. Don ex Steud.;Moraceae;Rio de Janeiro;Fábrica;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado, Pantanal, Pampa;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1105";Rübsaamen, E.H. 1905a. Beitrage zur Kenntnis aussereuropäischer Zoocecidien. II. Beitrag: Gallen aus Brasilien und Peru. (Vorlaufige Mitteilung.) Marcellia 4:65-85.
Diptera;Cecidomyiidae;Metasphondylia squamosa Tavares, 1918;Tavares, 1918;Tavares;1911-1912;Malvaceae sp.;Malvaceae sp.;Malvaceae;Bahia;Salvador;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1195";Tavares, J.S. 1918. Cecidomyias novas do Brazil, segunda série. Brotéria, Ser. Zool. 16(2):68-84, pls. III-IV.
Diptera;Cecidomyiidae;Procontarinia mangifera (Felt, 1911);Felt, 1911;Maia & Silva;NA;Mangifera indica L.;Mangifera indica L.;Anacardiaceae;Bahia;Salvador;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1226";"Felt, E.P. 1911. Two new gall midges (Dipt.). Entomol. News 22:109-111.; Maia, V. C. and Silva, B. G. 2020. Checklist of the gall midges (Diptera, Cecidomyiidae) in the state of Bahia (Northeastern Brazil). Brazilian Journal of Animal and Environmental Research, 3(4): 3991-4013."
Diptera;Cecidomyiidae;Iatrophobia brasiliensis (Rübsaamen, 1908);Rübsaamen, 1908;Ule;1910;Manihot caerulescens Pohl;Manihot caerulescens;Euphorbiaceae;"Rio de Janeiro; Santa Catarina; Espírito Santo";Palmeiras;;Atlantic Forest, Amazon Forest, Caatinga, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1154";Rübsaamen, E.H. 1908. Beitrage zur Kenntnis aussereuropäischer Zoocecidien. III. Beitrag: Gallen aus Brasilien und Peru. Marcellia 6:110-173.
Diptera;Cecidomyiidae;Iatrophobia brasiliensis (Rübsaamen, 1908);Rübsaamen, 1908;Ule;1910;Manihot esculenta Crantz;Manihot esculenta Crantz;Euphorbiaceae;"Rio de Janeiro; Santa Catarina; Espírito Santo";"Mauá, Palmeiras, São Francisco do Itabapoana; Tubarão";;Atlantic Forest, Amazon Forest, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1155";Rübsaamen, E.H. 1908. Beitrage zur Kenntnis aussereuropäischer Zoocecidien. III. Beitrag: Gallen aus Brasilien und Peru. Marcellia 6:110-173.
Diptera;Cecidomyiidae;Iatrophobia brasiliensis (Rübsaamen, 1908);Rübsaamen, 1909;Maia ;2004-2005;Manihot sp.;Manihot sp.;Euphorbiaceae;São Paulo;Bertioga;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1156";Maia, V.C., Magenta, M.A.G. and Martins, S.E. 2008. Ocorrência e caracterização de galhas de insetos em áreas de restinga de Bertioga (São Paulo, Brasil). Biota Neotrop. 8(1):167-197. 
Diptera;Cecidomyiidae;Manilkaramyia notabilis Maia, 2001;Maia, 2001;"Maia; Bregonci; Maia & Silva";"1998; 2006-2007; 2012";Manilkara subsericea (Mart.) Dubard;Manilkara subsericea (Mart.) Dubard;Sapotaceae;"Rio de Janeiro; Espírito Santo";"Maricá, Carapebus, Mangaratiba; Guarapari";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1192";Maia, V.C. and Oliveira, J.C. 2010. Galhas de insetos da Reserva Biológica Estadual da Praia do Sul (Ilha Grande, Angra dos Reis, RJ). Biota Neotrop. 10(4):227-238.
Diptera;Cecidomyiidae;Clinodiplosis marcetiae (Tavares, 1917);Tavares, 1917;Tavares;1911;Marcetia sp.;Marcetia sp.;Melastomataceae;Rio de Janeiro;Nova Friburgo;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1112";Tavares, J.S. 1917a. Cecídias do brazileiras que se criam em planta das Compositae, Rubiaceae, Tiliaceae, Lythraceae e Artocarpaceae. Brotéria, Ser. Zool. 15:113-181, pls. VI-XI.
Diptera;Cecidomyiidae;Paulliniamyia ampla Maia, 2001;Maia, 2001;Maia;2004-2005;Matayba guianensis Aubl.;Matayba guianensis Aubl.;Sapindaceae;São Paulo;Boraceia;;Atlantic Forest, Amazon Forest, Cerrado, Pantanal;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1217";Maia, V.C., Magenta, M.A.G. and Martins, S.E. 2008. Ocorrência e caracterização de galhas de insetos em áreas de restinga de Bertioga (São Paulo, Brasil). Biota Neotrop. 8(1):167-197.Maia, V.C. 2001a. New genera and species of gall midges (Diptera, Cecidomyiidae) from three restingas of Rio de Janeiro State, Brazil. Revista Brasileira de Zoologia 18 (Suppl. 1): 1–32.
Diptera;Cecidomyiidae;Bruggmanniella maytenuse (Maia & Couri, 1992);Maia & Couri, 1992;Maia;1992;Monteverdia obtusifolia (Mart.) Biral;Maytenus obtusifolia Mart.;Celastraceae;Rio de Janeiro;Maricá, Carapebus, São João da Barra, São Francisco de Itabapoana;;Atlantic Forest, Amazon Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1091";"Maia, V.C. 2024. Gall-inducing insects from the Maricá Environmental Protection Area (RJ, Southeastern Brazil). Revista Brasileira de Entomologia 68(2):e20230086; Goetz, A.P.M., Luz, F.A., Toma, T.S.P. & Mendonça-Júnior, M. 2018. Gall-inducing insects of deciduous and semideciduous forests in Rio Grande do Sul State, Brazil. Iheringia, Ser. Zool. e-ISSN 1678-4766.; Maia, V.C. & Mascarenhas, B. 2017. Insect galls of the Parque Nacional do Itatiaia (Southeast Region, Brazil). An. Acad. Bras. Cienc. 89(1 Suppl.):505-575; Möhn, E. 1973. Studien über neotropische Gallmücken (Diptera, Itonididae). 2. Teil. Stuttgarter Beiträge zur Naturkunde No. 257: 1–9."
Diptera;Cecidomyiidae;Mayteniella distincta Maia, 2001;Maia, 2001;Maia, Maia & S;"1998; 2011-2012";Monteverdia obtusifolia (Mart.) Biral;Maytenus obtusifolia Mart. ;Celastraceae;"Rio de Janeiro; Santa Catarina";"Mangaratiba, Rio de Janeiro, Maricá, Carapebus, Macaé, Saquarema, Araruama, Arraial do Cabo, Cabo Frio, São João da Barra, São Francisco de Ttabapoana; Guarapari, Presidente Kennedy; São Francisco do Sul";;Atlantic Forest, Amazon Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1193";NE
Diptera;Cecidomyiidae;Mayteniella robusta Maia, 2001;Maia, 2001;"Maia, Arriola & Mello Jr; Mello Jr et al. (revisão literatura)";"2004-2005; 2015-2017";Monteverdia obtusifolia (Mart.) Biral;Maytenus obtusifolia Mart. ;Celastraceae;Santa Catarina;São Francisco do Sul;;Atlantic Forest, Amazon Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1194";Arriola, I.B., Melo-Júnior, J.C.F, Mouga, D.M.D, Isaias, R.M.S, Costa, E.C. 2016. Where host plant goes, galls go too: new records of the Neotropical galling Cecidomyiidae (Diptera) associated with Calophyllum brasiliense Cambess. (Calophyllaceae). Check List 12:1924. 
Diptera;Cecidomyiidae;Clinodiplosis melissae Maia, 1993;Maia, 1993;Maia;1992;Melissa officinalis L.;Melissa officinalis L.;Lamiaceae;Rio de Janeiro;Maricá;;Atlantic Forest, Cerrado, Pampa;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1114";NE
Diptera;Cecidomyiidae;Bruggmanniella miconia Garcia, Lamas and Urso-Guimarães, 2020;Garcia, Lamas & Urso-Guimarães, 2020;"Ansaloni; Garcia";2015, 2019;Miconia cf. cinnamomifolia;Miconia cf. cinnamomifolia;Melastomataceae;São Paulo;Sorocaba;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1092";Garcia C.D.A., Lamas C.J.E. and Urso-Guimarães M.V. 2020. Cladistic analysis of the genus Bruggmanniella Tavares (Diptera, Cecicomyiidae, Asphondyliini) with evolutionary inferences on the gall inducer-host plant association and description of a new Brazilian species. PLoS ONE 15(2): e0227853.
Diptera;Cecidomyiidae;Epihormomyia miconiae Maia, 2001;Maia, 2001;Maia;1998;Miconia cinnamomifolia (DC.) Naudin;Miconia cinnamomifolia (DC.) Naudin;Melastomataceae;"Rio de Janeiro; Espírito Santo";"Maricá, Carapebus; Santa Teresa";;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1142";Maia, V.C. 2001b. The gall midges (Diptera, Cecidomyiidae) from three restingas of Rio de Janeiro State, Brazil. Revista Brasileira de Zoologia 18 (Suppl. 2): 583-629.
Coleopera;Curculionidae;Prospoliata bicolorata Hustache, 1950;Hustache, 1950;Santos;2008;Miconia prasina (Sw.) DC.;Miconia prasina (Sw.) DC.;Melastomataceae;Pernambuco;Tamandaré, Recife, Moreno, Cabo de Santo Agostinho, Igarassu, Abreu e Lima ;;Atlantic Forest;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1227";Santos, J.C. et al. 2012. Gall-inducing insects from Atlantic forest of Pernambuco, Northeastern Brazil. Biota Neotrop. 12(3)
Diptera;Cecidomyiidae;Bruggmanniella notatae Rodrigues & Maia, 2020;Rodrigues & Maia, 2020;Rodrigues;2010;Miconia theaezans (Bonpl.) Cogn.;Miconia theaezans (Bonpl.) Cogn.;Melastomataceae;Rio de Janeiro;Mangaratiba;;Atlantic Forest, Cerrado;"Gagné, R.J. and M. Jaschhof. 2021. A Catalog of the Cecidomyiidae (Diptera) of the World. 5th Edition. Digital. 813 pp.; Maia, V.C. 2021. Cecidomyiidae (Diptera, Insecta): richness of species and distribution in Brazil. Biota Neotrop. 21 (2) https://doi.org/10.1590/1676-0611-BN-2020-1093";"Maia, V.C. 2024. Gall-inducing insects from the Maricá Environmental Protection Area (RJ, Southeastern Brazil). Revista Brasileira de Entomologia 68(2):e20230086; Goetz, A.P.M., Luz, F.A., Toma, T.S.P. & Mendonça-Júnior, M. 2018. Gall-inducing insects of deciduous and semideciduous forests in Rio Grande do Sul State, Brazil. Iheringia, Ser. Zool. e-ISSN 1678-4766.; Maia, V.C. & Mascarenhas, B. 2017. Insect galls of the Parque Nacional do Itatiaia (Southeast Region, Brazil). An. Acad. Bras. Cienc. 89(1 Suppl.):505-575; Möhn, E. 1973. Studien über neotropische Gallmücken (Diptera, Itonididae). 2. Teil. Stuttgarter Beiträge zur Naturkunde No. 257: 1–9."
